text,label
killed passerby whilst driving,Vehicular Manslaughter
fatally struck a employee with a motorcycle,Vehicular Manslaughter
ran over a person due to dangerous driving,Vehicular Manslaughter
accidentally ended shopkeeper's life with reckless operation,Vehicular Manslaughter
"hit someone while driving, resulting in death",Vehicular Manslaughter
unintentional killing with a motorcycle,Vehicular Manslaughter
"hit someone while driving, resulting in death",Vehicular Manslaughter
killed passerby whilst driving,Vehicular Manslaughter
ran over a manager due to careless driving,Vehicular Manslaughter
caused a deadly crash at a town hall,Vehicular Manslaughter
struck a victim in a crosswalk causing fatal injuries,Vehicular Manslaughter
charged with vehicular homicide following an accident,Vehicular Manslaughter
death occurred after colliding with a individual on the road,Vehicular Manslaughter
killed victim in a drunk driving incident,Vehicular Manslaughter
indicted for vehicular manslaughter in a public park,Vehicular Manslaughter
"lost control of automobile, causing a fatality",Vehicular Manslaughter
caused a fatal accident while driving recklessly,Vehicular Manslaughter
charged with driving irresponsibly leading to a death,Vehicular Manslaughter
indicted for vehicular manslaughter in a town hall,Vehicular Manslaughter
killed employee in a drunk driving incident,Vehicular Manslaughter
caused a fatal accident while driving recklessly,Vehicular Manslaughter
indicted for vehicular manslaughter in a library,Vehicular Manslaughter
caused a fatal accident while driving recklessly,Vehicular Manslaughter
indicted for vehicular manslaughter in a parking lot,Vehicular Manslaughter
accidentally ended individual's life with reckless operation,Vehicular Manslaughter
killed manager in a drunk driving incident,Vehicular Manslaughter
"lost control of automobile, causing a fatality",Vehicular Manslaughter
charged with vehicular homicide following an accident,Vehicular Manslaughter
caused a deadly crash at a downtown area,Vehicular Manslaughter
charged with vehicular homicide following an accident,Vehicular Manslaughter
"hit someone while driving, resulting in death",Vehicular Manslaughter
"lost control of motorcycle, causing a fatality",Vehicular Manslaughter
charged with vehicular homicide following an accident,Vehicular Manslaughter
killed person in a drunk driving incident,Vehicular Manslaughter
killed someone through careless driving,Vehicular Manslaughter
charged with vehicular homicide following an accident,Vehicular Manslaughter
accidentally ended victim's life with reckless operation,Vehicular Manslaughter
killed someone through careless driving,Vehicular Manslaughter
"lost control of motorcycle, causing a fatality",Vehicular Manslaughter
took someone's life in a high-speed collision,Vehicular Manslaughter
killed passerby whilst driving,Vehicular Manslaughter
killed a pedestrian in a car accident,Vehicular Manslaughter
killed a pedestrian in a car accident,Vehicular Manslaughter
caused a deadly crash at a school zone,Vehicular Manslaughter
caused a fatal accident while driving recklessly,Vehicular Manslaughter
caused a fatal accident while driving recklessly,Vehicular Manslaughter
caused a deadly crash at a public park,Vehicular Manslaughter
indicted for vehicular manslaughter in a school zone,Vehicular Manslaughter
under suspicion of negligent operation of a automobile leading to death,Vehicular Manslaughter
killed someone through careless driving,Vehicular Manslaughter
killed a pedestrian in a car accident,Vehicular Manslaughter
took someone's life in a high-speed collision,Vehicular Manslaughter
death occurred after colliding with a bystander on the road,Vehicular Manslaughter
fatally struck a victim with a automobile,Vehicular Manslaughter
unintentional killing with a truck,Vehicular Manslaughter
fatally struck a individual with a truck,Vehicular Manslaughter
accidentally ended manager's life with reckless operation,Vehicular Manslaughter
accidentally ended shopkeeper's life with reckless operation,Vehicular Manslaughter
killed victim in a drunk driving incident,Vehicular Manslaughter
charged with vehicular homicide following an accident,Vehicular Manslaughter
unintentional killing with a truck,Vehicular Manslaughter
"hit someone while driving, resulting in death",Vehicular Manslaughter
accidentally ended employee's life with reckless operation,Vehicular Manslaughter
accidentally ended victim's life with reckless operation,Vehicular Manslaughter
"failed to stop, causing a fatal vehicle accident",Vehicular Manslaughter
indicted for vehicular manslaughter in a intersection,Vehicular Manslaughter
unintentional killing with a motor vehicle,Vehicular Manslaughter
killed someone through careless driving,Vehicular Manslaughter
struck a manager in a crosswalk causing fatal injuries,Vehicular Manslaughter
killed passerby whilst driving,Vehicular Manslaughter
"failed to stop, causing a fatal vehicle accident",Vehicular Manslaughter
killed a pedestrian in a car accident,Vehicular Manslaughter
death occurred after colliding with a shopkeeper on the road,Vehicular Manslaughter
under suspicion of negligent operation of a automobile leading to death,Vehicular Manslaughter
under suspicion of negligent operation of a motor vehicle leading to death,Vehicular Manslaughter
accidentally ended individual's life with reckless operation,Vehicular Manslaughter
unintentional killing with a automobile,Vehicular Manslaughter
killed a pedestrian in a car accident,Vehicular Manslaughter
ran over a shopkeeper due to careless driving,Vehicular Manslaughter
unintentional killing with a car,Vehicular Manslaughter
death occurred after colliding with a bystander on the road,Vehicular Manslaughter
killed manager in a drunk driving incident,Vehicular Manslaughter
charged with driving irresponsibly leading to a death,Vehicular Manslaughter
charged with vehicular homicide following an accident,Vehicular Manslaughter
struck a bystander in a crosswalk causing fatal injuries,Vehicular Manslaughter
ran over a bystander due to negligent driving,Vehicular Manslaughter
under suspicion of negligent operation of a automobile leading to death,Vehicular Manslaughter
unintentional killing with a automobile,Vehicular Manslaughter
charged with vehicular homicide following an accident,Vehicular Manslaughter
struck a employee in a crosswalk causing fatal injuries,Vehicular Manslaughter
"lost control of truck, causing a fatality",Vehicular Manslaughter
took someone's life in a high-speed collision,Vehicular Manslaughter
caused a deadly crash at a public park,Vehicular Manslaughter
caused a fatal accident while driving recklessly,Vehicular Manslaughter
caused a deadly crash at a downtown area,Vehicular Manslaughter
indicted for vehicular manslaughter in a busy area,Vehicular Manslaughter
under suspicion of negligent operation of a motorcycle leading to death,Vehicular Manslaughter
killed a pedestrian in a car accident,Vehicular Manslaughter
death occurred after colliding with a employee on the road,Vehicular Manslaughter
killed individual in a drunk driving incident,Vehicular Manslaughter
caused a deadly crash at a town hall,Vehicular Manslaughter
caused a fatal accident while driving recklessly,Vehicular Manslaughter
killed victim in a drunk driving incident,Vehicular Manslaughter
struck a victim in a crosswalk causing fatal injuries,Vehicular Manslaughter
struck a person in a crosswalk causing fatal injuries,Vehicular Manslaughter
caused a fatal accident while driving recklessly,Vehicular Manslaughter
caused a deadly crash at a intersection,Vehicular Manslaughter
killed passerby whilst driving,Vehicular Manslaughter
ran over a shopkeeper due to irresponsible driving,Vehicular Manslaughter
indicted for vehicular manslaughter in a public park,Vehicular Manslaughter
accidentally ended individual's life with reckless operation,Vehicular Manslaughter
killed a pedestrian in a car accident,Vehicular Manslaughter
ran over a person due to careless driving,Vehicular Manslaughter
took someone's life in a high-speed collision,Vehicular Manslaughter
indicted for vehicular manslaughter in a library,Vehicular Manslaughter
"failed to stop, causing a fatal vehicle accident",Vehicular Manslaughter
charged with vehicular homicide following an accident,Vehicular Manslaughter
charged with vehicular homicide following an accident,Vehicular Manslaughter
caused a fatal accident while driving recklessly,Vehicular Manslaughter
took someone's life in a high-speed collision,Vehicular Manslaughter
"failed to stop, causing a fatal vehicle accident",Vehicular Manslaughter
took someone's life in a high-speed collision,Vehicular Manslaughter
charged with vehicular homicide following an accident,Vehicular Manslaughter
caused a fatal accident while driving recklessly,Vehicular Manslaughter
killed someone through careless driving,Vehicular Manslaughter
ran over a person due to reckless driving,Vehicular Manslaughter
accidentally ended employee's life with reckless operation,Vehicular Manslaughter
"lost control of motor vehicle, causing a fatality",Vehicular Manslaughter
"lost control of automobile, causing a fatality",Vehicular Manslaughter
